CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,RFM_Total,Segment
10969,11,17,13862.45,5,5,5,555,15,Champions
10970,32,19,7439.49,4,5,4,454,13,Loyal Customers
10971,15,7,2637.63,5,3,3,533,11,Loyal Customers
10972,56,17,11900.85,3,5,5,355,13,Loyal Customers
10973,36,19,7289.24,4,5,4,454,13,Loyal Customers
10974,35,19,12695.66,4,5,5,455,14,Loyal Customers
10975,18,15,8004.8,5,5,4,554,14,Champions
10976,17,10,2737.44,5,4,3,543,12,Loyal Customers
10977,36,17,10092.41,4,5,5,455,14,Loyal Customers
10978,20,16,7359.86,4,5,4,454,13,Loyal Customers
10979,20,17,10341.29,4,5,5,455,14,Loyal Customers
10980,11,14,10955.56,5,5,5,555,15,Champions
10981,13,10,3260.98,5,4,4,544,13,Champions
10982,25,14,14373.9,4,5,5,455,14,Loyal Customers
10983,27,11,7347.58,4,4,4,444,12,Loyal Customers
10984,21,19,6798.53,4,5,4,454,13,Loyal Customers
10985,30,8,1976.2,4,4,3,443,11,Loyal Customers
10986,25,16,10241.12,4,5,5,455,14,Loyal Customers
10987,30,17,10508.32,4,5,5,455,14,Loyal Customers
10988,32,7,4867.16,4,3,4,434,11,Loyal Customers
10989,33,16,13263.58,4,5,5,455,14,Loyal Customers
10990,35,13,7977.35,4,4,4,444,12,Loyal Customers
10991,33,18,5352.72,4,5,4,454,13,Loyal Customers
10992,37,7,6257.34,4,3,4,434,11,Loyal Customers
10993,16,9,5885.84,5,4,4,544,13,Champions
10994,33,15,5226.24,4,5,4,454,13,Loyal Customers
10995,34,9,5923.46,4,4,4,444,12,Loyal Customers
10996,44,17,3974.37,4,5,4,454,13,Loyal Customers
10997,25,18,11131.13,4,5,5,455,14,Loyal Customers
10998,40,18,14868.61,4,5,5,455,14,Loyal Customers
10999,24,10,4887.23,4,4,4,444,12,Loyal Customers
11000,131,4,2025.33,2,2,3,223,7,At Risk
11001,56,8,3060.83,3,4,4,344,11,Loyal Customers
11002,38,7,2649.41,4,3,3,433,10,Loyal Customers
11003,38,7,2787.17,4,3,3,433,10,Loyal Customers
11004,79,7,1533.41,3,3,3,333,9,Potential Loyalists
11005,51,9,841.44,3,4,3,343,10,Others
11006,74,4,905.92,3,2,3,323,8,Potential Loyalists
11007,56,6,2140.34,3,3,3,333,9,Potential Loyalists
11008,40,4,2625.45,4,2,3,423,9,Potential Loyalists
11009,80,6,998.53,3,3,3,333,9,Potential Loyalists
11010,60,8,1344.21,3,4,3,343,10,Others
11011,66,4,1324.4,3,2,3,323,8,Potential Loyalists
11012,74,8,3832.73,3,4,4,344,11,Loyal Customers
11013,67,7,2012.33,3,3,3,333,9,Potential Loyalists
11014,58,9,2599.13,3,4,3,343,10,Others
11015,68,8,1873.08,3,4,3,343,10,Others
11016,24,4,1904.57,4,2,3,423,9,Potential Loyalists
11017,62,5,1617.3,3,3,3,333,9,Potential Loyalists
11018,49,6,1438.71,3,3,3,333,9,Potential Loyalists
11019,56,4,2886.01,3,2,3,323,8,Potential Loyalists
11020,65,5,1999.87,3,3,3,333,9,Potential Loyalists
11021,27,4,982.54,4,2,3,423,9,Potential Loyalists
11022,42,9,4201.55,4,4,4,444,12,Loyal Customers
11023,48,4,1591.93,3,2,3,323,8,Potential Loyalists
11024,50,6,2218.73,3,3,3,333,9,Potential Loyalists
11025,75,7,3081.99,3,3,4,334,10,Others
11026,25,6,2387.01,4,3,3,433,10,Loyal Customers
11027,88,7,2315.86,3,3,3,333,9,Potential Loyalists
11028,29,5,1207.7,4,3,3,433,10,Loyal Customers
11029,39,9,4802.62,4,4,4,444,12,Loyal Customers
11030,24,8,867.58,4,4,3,443,11,Loyal Customers
11031,62,8,2639.58,3,4,3,343,10,Others
11032,39,4,1116.42,4,2,3,423,9,Potential Loyalists
11033,25,7,1449.48,4,3,3,433,10,Loyal Customers
11034,84,4,1945.64,3,2,3,323,8,Potential Loyalists
11035,76,7,1527.54,3,3,3,333,9,Potential Loyalists
11036,23,9,3001.72,4,4,4,444,12,Loyal Customers
11037,59,5,719.71,3,3,2,332,8,Potential Loyalists
11038,62,4,2546.65,3,2,3,323,8,Potential Loyalists
11039,118,4,2176.33,2,2,3,223,7,At Risk
11040,31,7,2084.38,4,3,3,433,10,Loyal Customers
11041,50,4,327.35,3,2,2,322,7,Potential Loyalists
11042,29,4,1257.87,4,2,3,423,9,Potential Loyalists
11043,72,5,2292.4,3,3,3,333,9,Potential Loyalists
11044,69,5,1548.61,3,3,3,333,9,Potential Loyalists
11045,41,6,2547.16,4,3,3,433,10,Loyal Customers
11046,74,6,4045.47,3,3,4,334,10,Others
11047,26,8,4823.55,4,4,4,444,12,Loyal Customers
11048,59,9,2165.28,3,4,3,343,10,Others
11049,54,8,4345.61,3,4,4,344,11,Loyal Customers
11050,65,5,1316.57,3,3,3,333,9,Potential Loyalists
11051,41,8,3425.46,4,4,4,444,12,Loyal Customers
11052,136,4,1371.67,2,2,3,223,7,At Risk
11053,59,5,2328.8,3,3,3,333,9,Potential Loyalists
11054,95,9,2678.0,3,4,3,343,10,Others
11055,47,4,2235.2,4,2,3,423,9,Potential Loyalists
11056,23,5,564.15,4,3,2,432,9,Potential Loyalists
11057,38,5,2707.89,4,3,3,433,10,Loyal Customers
11058,43,7,2454.27,4,3,3,433,10,Loyal Customers
11059,41,7,2014.4,4,3,3,433,10,Loyal Customers
11060,76,7,2480.11,3,3,3,333,9,Potential Loyalists
11061,43,5,852.73,4,3,3,433,10,Loyal Customers
11062,59,8,4131.58,3,4,4,344,11,Loyal Customers
11063,45,5,1617.75,4,3,3,433,10,Loyal Customers
11064,55,7,2756.62,3,3,3,333,9,Potential Loyalists
11065,65,8,2045.48,3,4,3,343,10,Others
11066,51,7,1888.05,3,3,3,333,9,Potential Loyalists
11067,47,9,1521.3,4,4,3,443,11,Loyal Customers
11068,77,8,4585.2,3,4,4,344,11,Loyal Customers
11069,61,5,2620.86,3,3,3,333,9,Potential Loyalists
11070,41,8,2234.73,4,4,3,443,11,Loyal Customers
11071,43,8,4534.01,4,4,4,444,12,Loyal Customers
11072,55,9,1717.3,3,4,3,343,10,Others
11073,77,4,653.73,3,2,2,322,7,Potential Loyalists
11074,83,9,1975.54,3,4,3,343,10,Others
11075,24,7,2549.35,4,3,3,433,10,Loyal Customers
11076,138,4,1967.01,2,2,3,223,7,At Risk
11077,51,9,2000.31,3,4,3,343,10,Others
11078,39,7,1509.78,4,3,3,433,10,Loyal Customers
11079,30,6,2086.69,4,3,3,433,10,Loyal Customers
11080,28,9,1807.53,4,4,3,443,11,Loyal Customers
11081,40,8,2071.2,4,4,3,443,11,Loyal Customers
11082,96,4,484.49,3,2,2,322,7,Potential Loyalists
11083,78,7,959.57,3,3,3,333,9,Potential Loyalists
11084,68,4,1687.27,3,2,3,323,8,Potential Loyalists
11085,35,7,4513.29,4,3,4,434,11,Loyal Customers
11086,62,5,1076.21,3,3,3,333,9,Potential Loyalists
11087,126,4,1412.53,2,2,3,223,7,At Risk
11088,68,4,1041.56,3,2,3,323,8,Potential Loyalists
11089,90,5,667.56,3,3,2,332,8,Potential Loyalists
11090,21,9,3313.78,4,4,4,444,12,Loyal Customers
11091,61,9,2693.26,3,4,3,343,10,Others
11092,29,9,2002.07,4,4,3,443,11,Loyal Customers
11093,89,5,977.34,3,3,3,333,9,Potential Loyalists
11094,52,5,2668.08,3,3,3,333,9,Potential Loyalists
11095,71,6,2654.61,3,3,3,333,9,Potential Loyalists
11096,40,7,3402.18,4,3,4,434,11,Loyal Customers
11097,31,7,2387.23,4,3,3,433,10,Loyal Customers
11098,126,7,2366.69,2,3,3,233,8,At Risk
11099,37,7,1543.83,4,3,3,433,10,Loyal Customers
11100,62,9,3808.96,3,4,4,344,11,Loyal Customers
11101,58,8,1380.87,3,4,3,343,10,Others
11102,33,6,4277.86,4,3,4,434,11,Loyal Customers
11103,71,5,2107.52,3,3,3,333,9,Potential Loyalists
11104,52,7,2455.97,3,3,3,333,9,Potential Loyalists
11105,34,6,1551.74,4,3,3,433,10,Loyal Customers
11106,55,5,954.4,3,3,3,333,9,Potential Loyalists
11107,41,8,1602.29,4,4,3,443,11,Loyal Customers
11108,130,7,2051.07,2,3,3,233,8,At Risk
11109,70,5,2750.58,3,3,3,333,9,Potential Loyalists
11110,104,5,1294.13,2,3,3,233,8,At Risk
11111,48,7,1813.19,3,3,3,333,9,Potential Loyalists
11112,51,7,4716.27,3,3,4,334,10,Others
11113,36,8,2783.86,4,4,3,443,11,Loyal Customers
11114,73,8,2100.87,3,4,3,343,10,Others
11115,40,4,992.63,4,2,3,423,9,Potential Loyalists
11116,45,6,2878.69,4,3,3,433,10,Loyal Customers
11117,47,4,2063.46,4,2,3,423,9,Potential Loyalists
11118,37,7,3687.14,4,3,4,434,11,Loyal Customers
11119,76,4,2491.65,3,2,3,323,8,Potential Loyalists
11120,41,4,1064.69,4,2,3,423,9,Potential Loyalists
11121,54,6,2195.85,3,3,3,333,9,Potential Loyalists
11122,107,5,874.45,2,3,3,233,8,At Risk
11123,57,7,1405.76,3,3,3,333,9,Potential Loyalists
11124,33,7,2095.23,4,3,3,433,10,Loyal Customers
11125,27,8,2664.95,4,4,3,443,11,Loyal Customers
11126,57,4,1071.32,3,2,3,323,8,Potential Loyalists
11127,44,4,1216.53,4,2,3,423,9,Potential Loyalists
11128,69,9,1864.42,3,4,3,343,10,Others
11129,47,8,1840.29,4,4,3,443,11,Loyal Customers
11130,34,7,2759.61,4,3,3,433,10,Loyal Customers
11131,72,7,2224.71,3,3,3,333,9,Potential Loyalists
11132,145,4,766.04,2,2,2,222,6,About To Sleep
11133,76,7,2042.09,3,3,3,333,9,Potential Loyalists
11134,29,4,1270.1,4,2,3,423,9,Potential Loyalists
11135,41,7,2467.25,4,3,3,433,10,Loyal Customers
11136,54,6,2767.77,3,3,3,333,9,Potential Loyalists
11137,22,9,3781.04,4,4,4,444,12,Loyal Customers
11138,53,7,3699.04,3,3,4,334,10,Others
11139,23,7,1339.63,4,3,3,433,10,Loyal Customers
11140,30,7,2817.86,4,3,3,433,10,Loyal Customers
11141,42,9,3241.86,4,4,4,444,12,Loyal Customers
11142,59,4,1889.07,3,2,3,323,8,Potential Loyalists
11143,40,4,1278.47,4,2,3,423,9,Potential Loyalists
11144,38,4,1417.27,4,2,3,423,9,Potential Loyalists
11145,37,6,2167.35,4,3,3,433,10,Loyal Customers
11146,73,9,1129.52,3,4,3,343,10,Others
11147,61,7,3391.69,3,3,4,334,10,Others
11148,49,9,4240.95,3,4,4,344,11,Loyal Customers
11149,56,6,2190.86,3,3,3,333,9,Potential Loyalists
11150,21,8,2466.61,4,4,3,443,11,Loyal Customers
11151,50,8,3118.5,3,4,4,344,11,Loyal Customers
11152,24,7,4045.51,4,3,4,434,11,Loyal Customers
11153,45,9,4119.9,4,4,4,444,12,Loyal Customers
11154,32,7,2912.73,4,3,4,434,11,Loyal Customers
11155,39,5,1907.31,4,3,3,433,10,Loyal Customers
11156,46,5,849.66,4,3,3,433,10,Loyal Customers
11157,27,9,1341.34,4,4,3,443,11,Loyal Customers
11158,59,8,2990.27,3,4,4,344,11,Loyal Customers
11159,60,5,931.79,3,3,3,333,9,Potential Loyalists
11160,38,9,1412.47,4,4,3,443,11,Loyal Customers
11161,62,6,1857.59,3,3,3,333,9,Potential Loyalists
11162,71,9,2216.14,3,4,3,343,10,Others
11163,37,9,1973.81,4,4,3,443,11,Loyal Customers
11164,47,8,2881.21,4,4,3,443,11,Loyal Customers
11165,74,5,1647.91,3,3,3,333,9,Potential Loyalists
11166,41,5,1394.56,4,3,3,433,10,Loyal Customers
11167,33,7,3134.26,4,3,4,434,11,Loyal Customers
11168,127,8,1744.97,2,4,3,243,9,At Risk
11169,68,4,1068.59,3,2,3,323,8,Potential Loyalists
11170,68,9,1959.52,3,4,3,343,10,Others
11171,28,8,1706.73,4,4,3,443,11,Loyal Customers
11172,44,4,1283.48,4,2,3,423,9,Potential Loyalists
11173,28,9,2838.75,4,4,3,443,11,Loyal Customers
11174,60,8,1311.27,3,4,3,343,10,Others
11175,39,9,3094.08,4,4,4,444,12,Loyal Customers
11176,59,9,1591.54,3,4,3,343,10,Others
11177,56,9,1457.75,3,4,3,343,10,Others
11178,91,6,2702.5,3,3,3,333,9,Potential Loyalists
11179,36,5,1038.93,4,3,3,433,10,Loyal Customers
11180,81,4,1160.69,3,2,3,323,8,Potential Loyalists
11181,23,4,1637.77,4,2,3,423,9,Potential Loyalists
11182,28,5,1647.17,4,3,3,433,10,Loyal Customers
11183,43,9,1525.31,4,4,3,443,11,Loyal Customers
11184,67,4,742.81,3,2,2,322,7,Potential Loyalists
11185,45,6,1621.78,4,3,3,433,10,Loyal Customers
11186,63,6,2731.72,3,3,3,333,9,Potential Loyalists
11187,72,7,4040.47,3,3,4,334,10,Others
11188,64,6,2130.72,3,3,3,333,9,Potential Loyalists
11189,62,9,3127.16,3,4,4,344,11,Loyal Customers
11190,48,6,3171.18,3,3,4,334,10,Others
11191,53,4,740.3,3,2,2,322,7,Potential Loyalists
11192,36,5,1343.06,4,3,3,433,10,Loyal Customers
11193,48,6,1536.0,3,3,3,333,9,Potential Loyalists
11194,35,7,1069.44,4,3,3,433,10,Loyal Customers
11195,35,7,2417.88,4,3,3,433,10,Loyal Customers
11196,31,4,1031.22,4,2,3,423,9,Potential Loyalists
11197,64,8,2520.65,3,4,3,343,10,Others
11198,34,7,2531.62,4,3,3,433,10,Loyal Customers
11199,64,5,1479.92,3,3,3,333,9,Potential Loyalists
11200,25,4,649.25,4,2,2,422,8,Potential Loyalists
11201,92,4,2323.6,3,2,3,323,8,Potential Loyalists
11202,92,5,1891.58,3,3,3,333,9,Potential Loyalists
11203,117,4,1035.4,2,2,3,223,7,At Risk
11204,64,6,1920.94,3,3,3,333,9,Potential Loyalists
11205,77,4,519.35,3,2,2,322,7,Potential Loyalists
11206,37,6,941.31,4,3,3,433,10,Loyal Customers
11207,59,8,1691.28,3,4,3,343,10,Others
11208,41,5,797.91,4,3,3,433,10,Loyal Customers
11209,60,6,2409.46,3,3,3,333,9,Potential Loyalists
11210,28,9,3139.22,4,4,4,444,12,Loyal Customers
11211,47,7,2324.7,4,3,3,433,10,Loyal Customers
11212,76,4,1723.98,3,2,3,323,8,Potential Loyalists
11213,40,8,4081.28,4,4,4,444,12,Loyal Customers
11214,58,8,2611.33,3,4,3,343,10,Others
11215,66,7,1945.14,3,3,3,333,9,Potential Loyalists
11216,25,6,3358.72,4,3,4,434,11,Loyal Customers
11217,74,8,2354.01,3,4,3,343,10,Others
11218,80,5,635.29,3,3,2,332,8,Potential Loyalists
11219,26,8,1943.13,4,4,3,443,11,Loyal Customers
11220,40,9,2130.28,4,4,3,443,11,Loyal Customers
11221,51,9,1306.59,3,4,3,343,10,Others
11222,31,4,1497.85,4,2,3,423,9,Potential Loyalists
11223,34,4,1275.91,4,2,3,423,9,Potential Loyalists
11224,26,5,1415.88,4,3,3,433,10,Loyal Customers
11225,28,4,835.15,4,2,3,423,9,Potential Loyalists
11226,39,4,729.31,4,2,2,422,8,Potential Loyalists
11227,29,5,1556.28,4,3,3,433,10,Loyal Customers
11228,30,6,1346.29,4,3,3,433,10,Loyal Customers
11229,70,6,2584.9,3,3,3,333,9,Potential Loyalists
11230,47,9,1222.12,4,4,3,443,11,Loyal Customers
11231,62,9,1553.86,3,4,3,343,10,Others
11232,67,8,5582.94,3,4,4,344,11,Loyal Customers
11233,97,7,2585.13,3,3,3,333,9,Potential Loyalists
11234,24,8,1377.19,4,4,3,443,11,Loyal Customers
11235,60,5,2564.32,3,3,3,333,9,Potential Loyalists
11236,40,6,1821.64,4,3,3,433,10,Loyal Customers
11237,25,5,1842.77,4,3,3,433,10,Loyal Customers
11238,30,4,1372.5,4,2,3,423,9,Potential Loyalists
11239,49,8,3681.7,3,4,4,344,11,Loyal Customers
11240,32,5,570.47,4,3,2,432,9,Potential Loyalists
11241,56,8,1992.77,3,4,3,343,10,Others
11242,64,6,879.29,3,3,3,333,9,Potential Loyalists
11243,48,9,3408.87,3,4,4,344,11,Loyal Customers
11244,39,9,2854.28,4,4,3,443,11,Loyal Customers
11245,61,6,2197.86,3,3,3,333,9,Potential Loyalists
11246,64,6,3090.22,3,3,4,334,10,Others
11247,60,5,1995.15,3,3,3,333,9,Potential Loyalists
11248,51,6,2589.66,3,3,3,333,9,Potential Loyalists
11249,49,6,1060.03,3,3,3,333,9,Potential Loyalists
11250,57,8,1776.82,3,4,3,343,10,Others
11251,24,4,1796.41,4,2,3,423,9,Potential Loyalists
11252,33,9,1888.8,4,4,3,443,11,Loyal Customers
11253,50,7,1407.63,3,3,3,333,9,Potential Loyalists
11254,51,6,2469.36,3,3,3,333,9,Potential Loyalists
11255,47,9,3439.12,4,4,4,444,12,Loyal Customers
11256,52,8,1484.13,3,4,3,343,10,Others
11257,77,9,2226.72,3,4,3,343,10,Others
11258,39,9,5246.69,4,4,4,444,12,Loyal Customers
11259,78,7,2009.2,3,3,3,333,9,Potential Loyalists
11260,99,6,1290.06,3,3,3,333,9,Potential Loyalists
11261,57,6,3497.83,3,3,4,334,10,Others
11262,47,4,2344.41,4,2,3,423,9,Potential Loyalists
11263,34,5,1591.35,4,3,3,433,10,Loyal Customers
11264,32,8,1556.04,4,4,3,443,11,Loyal Customers
11265,39,5,1235.72,4,3,3,433,10,Loyal Customers
11266,43,9,5250.04,4,4,4,444,12,Loyal Customers
11267,24,7,1400.65,4,3,3,433,10,Loyal Customers
11268,112,5,699.47,2,3,2,232,7,At Risk
11269,76,6,1019.91,3,3,3,333,9,Potential Loyalists
11270,62,5,3011.95,3,3,4,334,10,Others
11271,49,5,2044.32,3,3,3,333,9,Potential Loyalists
11272,42,5,1025.43,4,3,3,433,10,Loyal Customers
11273,41,9,1292.86,4,4,3,443,11,Loyal Customers
11274,54,9,3482.22,3,4,4,344,11,Loyal Customers
11275,61,9,2535.37,3,4,3,343,10,Others
11276,52,4,554.22,3,2,2,322,7,Potential Loyalists
11277,65,7,2473.0,3,3,3,333,9,Potential Loyalists
11278,49,8,2570.31,3,4,3,343,10,Others
11279,128,5,861.01,2,3,3,233,8,At Risk
11280,33,8,3541.44,4,4,4,444,12,Loyal Customers
11281,38,4,1779.96,4,2,3,423,9,Potential Loyalists
11282,46,5,2711.13,4,3,3,433,10,Loyal Customers
11283,47,7,1814.85,4,3,3,433,10,Loyal Customers
11284,68,8,1940.46,3,4,3,343,10,Others
11285,62,7,4713.07,3,3,4,334,10,Others
11286,58,4,689.62,3,2,2,322,7,Potential Loyalists
11287,38,6,3602.1,4,3,4,434,11,Loyal Customers
11288,58,8,3378.97,3,4,4,344,11,Loyal Customers
11289,50,4,1853.5,3,2,3,323,8,Potential Loyalists
11290,86,4,540.26,3,2,2,322,7,Potential Loyalists
11291,49,6,1915.59,3,3,3,333,9,Potential Loyalists
11292,52,7,1585.08,3,3,3,333,9,Potential Loyalists
11293,52,7,1205.12,3,3,3,333,9,Potential Loyalists
11294,35,9,2442.63,4,4,3,443,11,Loyal Customers
11295,27,6,2517.95,4,3,3,433,10,Loyal Customers
11296,36,4,1336.12,4,2,3,423,9,Potential Loyalists
11297,65,6,2288.1,3,3,3,333,9,Potential Loyalists
11298,81,5,610.56,3,3,2,332,8,Potential Loyalists
11299,49,9,1825.08,3,4,3,343,10,Others
11300,78,5,1790.31,3,3,3,333,9,Potential Loyalists
11301,44,7,1862.7,4,3,3,433,10,Loyal Customers
11302,74,5,2412.55,3,3,3,333,9,Potential Loyalists
11303,38,4,632.56,4,2,2,422,8,Potential Loyalists
11304,67,8,1653.53,3,4,3,343,10,Others
11305,59,8,3636.74,3,4,4,344,11,Loyal Customers
11306,24,5,1217.31,4,3,3,433,10,Loyal Customers
11307,49,7,758.12,3,3,2,332,8,Potential Loyalists
11308,30,9,1828.37,4,4,3,443,11,Loyal Customers
11309,36,8,1690.4,4,4,3,443,11,Loyal Customers
11310,55,5,678.51,3,3,2,332,8,Potential Loyalists
11311,64,7,3796.28,3,3,4,334,10,Others
11312,64,7,2469.83,3,3,3,333,9,Potential Loyalists
11313,51,9,2250.76,3,4,3,343,10,Others
11314,57,9,2316.7,3,4,3,343,10,Others
11315,58,6,1756.21,3,3,3,333,9,Potential Loyalists
11316,58,7,3038.31,3,3,4,334,10,Others
11317,44,5,770.93,4,3,2,432,9,Potential Loyalists
11318,46,8,3855.08,4,4,4,444,12,Loyal Customers
11319,56,7,1584.47,3,3,3,333,9,Potential Loyalists
11320,62,5,2514.07,3,3,3,333,9,Potential Loyalists
11321,78,5,1851.3,3,3,3,333,9,Potential Loyalists
11322,31,8,3699.42,4,4,4,444,12,Loyal Customers
11323,45,4,1151.66,4,2,3,423,9,Potential Loyalists
11324,43,4,1388.68,4,2,3,423,9,Potential Loyalists
11325,58,4,639.1,3,2,2,322,7,Potential Loyalists
11326,30,9,2042.8,4,4,3,443,11,Loyal Customers
11327,42,8,4206.05,4,4,4,444,12,Loyal Customers
11328,61,5,1122.39,3,3,3,333,9,Potential Loyalists
11329,49,5,1543.31,3,3,3,333,9,Potential Loyalists
11330,77,4,1114.32,3,2,3,323,8,Potential Loyalists
11331,49,8,2860.79,3,4,3,343,10,Others
11332,42,8,1181.98,4,4,3,443,11,Loyal Customers
11333,62,7,3658.92,3,3,4,334,10,Others
11334,46,6,583.5,4,3,2,432,9,Potential Loyalists
11335,52,5,3024.84,3,3,4,334,10,Others
11336,46,7,1237.69,4,3,3,433,10,Loyal Customers
11337,56,5,2678.88,3,3,3,333,9,Potential Loyalists
11338,25,8,3200.15,4,4,4,444,12,Loyal Customers
11339,55,6,801.53,3,3,3,333,9,Potential Loyalists
11340,77,4,1394.62,3,2,3,323,8,Potential Loyalists
11341,64,6,961.31,3,3,3,333,9,Potential Loyalists
11342,55,8,1623.92,3,4,3,343,10,Others
11343,81,4,1522.74,3,2,3,323,8,Potential Loyalists
11344,51,7,1166.33,3,3,3,333,9,Potential Loyalists
11345,21,7,1612.63,4,3,3,433,10,Loyal Customers
11346,74,4,1141.64,3,2,3,323,8,Potential Loyalists
11347,40,7,775.72,4,3,2,432,9,Potential Loyalists
11348,79,4,934.83,3,2,3,323,8,Potential Loyalists
11349,44,6,1068.44,4,3,3,433,10,Loyal Customers
11350,76,9,4605.73,3,4,4,344,11,Loyal Customers
11351,33,9,4229.02,4,4,4,444,12,Loyal Customers
11352,54,9,4175.08,3,4,4,344,11,Loyal Customers
11353,43,5,1139.96,4,3,3,433,10,Loyal Customers
11354,31,9,4177.68,4,4,4,444,12,Loyal Customers
11355,43,4,1064.75,4,2,3,423,9,Potential Loyalists
11356,68,9,1512.49,3,4,3,343,10,Others
11357,27,7,2060.69,4,3,3,433,10,Loyal Customers
11358,88,4,843.49,3,2,3,323,8,Potential Loyalists
11359,40,9,1604.28,4,4,3,443,11,Loyal Customers
11360,34,5,2212.95,4,3,3,433,10,Loyal Customers
11361,37,9,1291.37,4,4,3,443,11,Loyal Customers
11362,20,7,3744.96,4,3,4,434,11,Loyal Customers
11363,38,4,482.71,4,2,2,422,8,Potential Loyalists
11364,62,5,1603.95,3,3,3,333,9,Potential Loyalists
11365,37,9,3274.6,4,4,4,444,12,Loyal Customers
11366,52,8,3580.63,3,4,4,344,11,Loyal Customers
11367,63,6,2057.05,3,3,3,333,9,Potential Loyalists
11368,50,5,1926.13,3,3,3,333,9,Potential Loyalists
11369,58,4,611.24,3,2,2,322,7,Potential Loyalists
11370,93,7,1975.24,3,3,3,333,9,Potential Loyalists
11371,87,4,1156.88,3,2,3,323,8,Potential Loyalists
11372,69,5,2757.47,3,3,3,333,9,Potential Loyalists
11373,37,5,1781.7,4,3,3,433,10,Loyal Customers
11374,45,8,2079.12,4,4,3,443,11,Loyal Customers
11375,59,5,1106.88,3,3,3,333,9,Potential Loyalists
11376,88,8,1153.29,3,4,3,343,10,Others
11377,39,6,2937.48,4,3,4,434,11,Loyal Customers
11378,106,5,893.64,2,3,3,233,8,At Risk
11379,32,4,763.15,4,2,2,422,8,Potential Loyalists
11380,51,4,1708.47,3,2,3,323,8,Potential Loyalists
11381,49,7,3511.6,3,3,4,334,10,Others
11382,80,9,3670.49,3,4,4,344,11,Loyal Customers
11383,70,7,2742.62,3,3,3,333,9,Potential Loyalists
11384,49,7,1206.71,3,3,3,333,9,Potential Loyalists
11385,43,6,684.36,4,3,2,432,9,Potential Loyalists
11386,48,6,2210.65,3,3,3,333,9,Potential Loyalists
11387,30,7,2748.06,4,3,3,433,10,Loyal Customers
11388,66,7,2760.1,3,3,3,333,9,Potential Loyalists
11389,48,8,2917.68,3,4,4,344,11,Loyal Customers
11390,64,7,2649.0,3,3,3,333,9,Potential Loyalists
11391,42,9,4182.26,4,4,4,444,12,Loyal Customers
11392,96,6,1795.04,3,3,3,333,9,Potential Loyalists
11393,75,4,1561.71,3,2,3,323,8,Potential Loyalists
11394,65,7,2029.24,3,3,3,333,9,Potential Loyalists
11395,32,8,1418.4,4,4,3,443,11,Loyal Customers
11396,66,9,4251.06,3,4,4,344,11,Loyal Customers
11397,48,8,1256.36,3,4,3,343,10,Others
11398,68,7,1800.51,3,3,3,333,9,Potential Loyalists
11399,31,9,2373.93,4,4,3,443,11,Loyal Customers
11400,77,7,3270.15,3,3,4,334,10,Others
11401,59,7,2092.71,3,3,3,333,9,Potential Loyalists
11402,83,4,2574.16,3,2,3,323,8,Potential Loyalists
11403,31,8,1256.16,4,4,3,443,11,Loyal Customers
11404,33,6,1791.64,4,3,3,433,10,Loyal Customers
11405,55,6,1964.01,3,3,3,333,9,Potential Loyalists
11406,63,8,1551.65,3,4,3,343,10,Others
11407,84,9,2048.5,3,4,3,343,10,Others
11408,52,6,2219.76,3,3,3,333,9,Potential Loyalists
11409,81,5,1188.41,3,3,3,333,9,Potential Loyalists
11410,23,6,989.14,4,3,3,433,10,Loyal Customers
11411,62,4,754.04,3,2,2,322,7,Potential Loyalists
11412,118,6,2696.05,2,3,3,233,8,At Risk
11413,56,9,1333.21,3,4,3,343,10,Others
11414,41,5,2691.78,4,3,3,433,10,Loyal Customers
11415,40,7,2650.78,4,3,3,433,10,Loyal Customers
11416,55,6,1835.95,3,3,3,333,9,Potential Loyalists
11417,74,8,895.29,3,4,3,343,10,Others
11418,56,7,911.14,3,3,3,333,9,Potential Loyalists
11419,52,9,4230.22,3,4,4,344,11,Loyal Customers
11420,22,9,3868.9,4,4,4,444,12,Loyal Customers
11421,92,4,1532.12,3,2,3,323,8,Potential Loyalists
11422,38,4,1594.44,4,2,3,423,9,Potential Loyalists
11423,59,5,729.84,3,3,2,332,8,Potential Loyalists
11424,75,4,1927.64,3,2,3,323,8,Potential Loyalists
11425,43,6,1268.61,4,3,3,433,10,Loyal Customers
11426,22,4,452.78,4,2,2,422,8,Potential Loyalists
11427,75,9,1360.47,3,4,3,343,10,Others
11428,33,5,1728.35,4,3,3,433,10,Loyal Customers
11429,41,6,798.73,4,3,3,433,10,Loyal Customers
11430,83,9,3465.1,3,4,4,344,11,Loyal Customers
11431,64,6,1901.66,3,3,3,333,9,Potential Loyalists
11432,76,4,619.35,3,2,2,322,7,Potential Loyalists
11433,32,5,951.99,4,3,3,433,10,Loyal Customers
11434,63,4,2398.39,3,2,3,323,8,Potential Loyalists
11435,45,7,1914.83,4,3,3,433,10,Loyal Customers
11436,46,8,2381.77,4,4,3,443,11,Loyal Customers
11437,49,8,3970.13,3,4,4,344,11,Loyal Customers
11438,67,8,3171.53,3,4,4,344,11,Loyal Customers
11439,67,4,1693.31,3,2,3,323,8,Potential Loyalists
11440,54,7,1047.88,3,3,3,333,9,Potential Loyalists
11441,75,7,1621.72,3,3,3,333,9,Potential Loyalists
